date,locality,state,type,claims,size_mean,arrests
2016-04-19,Brooklyn,NY,demonstration,Police brutality; Judicial accountability; Prison time for Officer Peter Liang,,0
2016-04-19,New York,NY,demonstration,Recognition of accidental shooting; Police brutality; Prison time for Peter Liang; Accountability; Police accountability; Officer-involved shooting,,0
2016-04-19,Salt Lake City,UT,demonstration,Police brutality; More independent control of Civilian Review Board; Direct election of Civilian Review Board members; Police accountability,,0
2016-04-19,San Diego,CA,demonstration,Review of body camera policies; Police brutality; Transparency about body camera usage; Accountability for police shooting; Police accountability,,0
2016-04-19,Washington,DC,demonstration,Civil rights; Refurbish housing; Urban inequality; Police reform; Improve education; Address unemployment; Justice for Freddie Gray; Police brutality,,0
2016-04-20,Brooklyn,NY,demonstration,Police brutality; Racial Justice; Justice for Akai Gurley; Racial justice; Police Brutality,,7
2016-04-20,Philadelphia,PA,demonstration,police brutality; racial justice,,0
2016-04-20,Vineland,NJ,demonstration,Identify officer involved in shooting; Provide more details about shooting; Police brutality; More details about the shooting; Identify the officer involved; Police accountability; Challenge police narrative; Officer-involved shooting,,0
2016-04-21,Madison,WI,demonstration,Return student's personal property; Resign UWPD officers who arrested McDonald; Campus racism; Resign university officials involved in incident; Student control of police department hiring; Improve campus racial climate; Forgo student conduct process; Police misconduct; Racial discrimination; Student and faculty control over police department; Police brutality; Do not criminally charge Denzel McDonald; Community control of campus police; Racial justice; Resign arresting officers; Drop criminal charges against student,,0
2016-04-21,Riverside,CA,demonstration,Combat Islamophobia; Stop police brutality; Police brutality; Racial justice; End police brutality,,0
2016-04-21,San Francisco,CA,demonstration,Police brutality; Police Chief Greg Suhr's resignation; Racial discrimination,,0
2016-04-21,St. Louis,MO,demonstration,Police brutality; Racial justice; Seek answers about police shooting; Racial injustice,,0
2016-04-22,Madison,WI,demonstration,Community control of campus police; Racial discrimination; Police relations,,0
2016-04-23,Auburn,AL,demonstration,Release names of officers involved; Release video footage of incident; Police Accountability; Police Brutality,,0
2016-04-23,Salt Lake City,UT,demonstration,Release body camera footage; Police accountability; Police brutality,,0
2016-04-24,Baltimore,MD,demonstration,racial justice; police violence; police accountability; community change,,0
2016-04-27,Fort Pierce,FL,demonstration,Police brutality; Impartial investigation of police shooting; Police accountability,,0
2016-04-27,Iberia Parish,LA,demonstration,Sheriff Louis Ackal's Resignation; Law Enforcement Accountability; Police Accountability; End of Sheriff's Current Administration; Law Enforcement Misconduct; Equal Treatment; Police Brutality,100.0,0
2016-04-27,New Iberia,LA,demonstration,Sheriff Louis Ackal's resignation; Law Enforcement Accountability; Equal treatment; Police Brutality; Accountability for jail brutality,100.0,0
2016-04-29,San Francisco,CA,demonstration,Police Chief Greg Suhr's resignation; End racist policing; Systemic racism; Racial discrimination; Address police brutality; Police brutality; Protest police shootings of minorities; Fire Police Chief Greg Suhr,,0
2016-04-30,Milwaukee,WI,demonstration,Justice for Dontre Hamilton; Justice; Racial justice; Police accountability; Police violence; Remembrance,,0
2016-04-30,New Haven,CT,demonstration,Investigation of police conduct; racial discrimination; Police brutality; police accountability; police brutality,,0
2016-05-01,New Haven,CT,demonstration,Police brutality; Police accountability,,0
2016-05-02,San Francisco,CA,demonstration,Workplace discrimination; Police racism; Police accountability,,0
2016-05-03,San Francisco,CA,demonstration,Police Reform; Mayor Ed Lee's resignation; racial discrimination; Racial discrimination; Address police brutality; LGBTQ+ discrimination; Investigate Police Shootings; Address police shootings of minorities; Address racist police behavior; Fire Police Chief Greg Shur; Action on police shootings of minorities; Police department reforms; Police brutality; Fire Police Chief Greg Suhr; police brutality; Mayor Ed Lee resign; Racial justice; Police Brutality,60.0,0
2016-05-04,San Francisco,CA,demonstration,Police Reform; Reform Police Use-of-Force Policies; Racial Justice; Fire Police Chief Greg Suhr; Police Brutality,,0
2016-05-06,San Francisco,CA,demonstration,Police Chief Greg Suhr's resignation; Racial discrimination; Police brutality; Fire Police Chief Greg Suhr; Police accountability,,33
2016-05-07,Houston,TX,demonstration,Racial justice; Support for Beyonc̩; Police relations; Challenge perceived anti-police messaging; Police brutality; Defend cultural icons; Black Lives Matter; Challenge to Beyonc̩'s Super Bowl performance,,0
2016-05-07,Vineland,NJ,demonstration,Police brutality; Transparency about shooting; Independent investigation; Police accountability,,0
2016-05-09,Denver,CO,demonstration,Police brutality; Officer-involved shooting; Stop unnecessary police shootings,,0
2016-05-09,San Francisco,CA,demonstration,Police Chief Greg Suhr resignation; Racial discrimination; Police reform; Address racist police behavior; Remove Police Chief Greg Suhr; Address police shootings of minorities; Police brutality; Investigate racist police communications; Fire Police Chief Greg Suhr; Stop police killings of minorities; Racial justice; Justice for police shooting victims; Police violence,100.0,33
2016-05-10,Portland,OR,demonstration,Remove guns from campus; Police presence; Reverse campus police authorization; Campus security,150.0,0
2016-05-11,Fayetteville,AR,demonstration,More community involvement; Racial justice; Racial discrimination; Police brutality; Accountability for Willie Tillman's death; Police transparency; Release recordings and videos; Police accountability,,0
2016-05-11,Greensboro,NC,demonstration,Police brutality; Racial justice; Police accountability; Video release,,0
2016-05-11,San Francisco,CA,demonstration,Police brutality; Law enforcement reform; Remove Police Chief Greg Suhr,,0
2016-05-13,Clayton,MO,demonstration,Prevent trying children as adults; End school-to-prison pipeline; Police racial bias training; Eliminate out-of-school suspensions; Implement restorative remedies; Criminal Justice; Ensure juvenile legal counsel; Racial Justice; Education,,0
2016-05-13,Fayetteville,AR,demonstration,Police brutality; Transparency in police shooting investigation; Police accountability; Transparency in shooting investigation; Racial justice,,0
2016-05-13,Madison,WI,demonstration,Invest money in community instead of hiring more police; Community control over police; Create after-school programs; Invest in community resources; Racial justice; Police brutality; Community control over Madison Police Department; Police accountability; Fund mental health workers,,0
2016-05-17,Farmers Branch,TX,demonstration,Police brutality; Apology for Jose Cruz's death; Officer-involved shooting,,0
2016-05-17,Philadelphia,PA,demonstration,Police brutality; Accountability for officer actions; Remove school police; School safety,,0
2016-05-18,Long Beach,CA,demonstration,Police brutality; Answers about shooting; Justice; Police use of force,,0
2016-05-19,Minneapolis,MN,demonstration,Police brutality; Racial equity; Special prosecutor for Jamar Clark shooting investigation,,0
2016-05-19,Pinellas,FL,demonstration,Police brutality; Accountability for police remarks; Racial discrimination,,0
2016-05-19,San Francisco,CA,demonstration,Police brutality; Remove Police Chief Greg Suhr; Racial discrimination,,0
2016-05-20,San Francisco,CA,demonstration,Racial discrimination; Police violence; Police chief resignation,,0
2016-05-20,West Palm Beach,FL,demonstration,Charge Officer Raja for Corey Jones shooting; Police shooting; NOT PROVIDED; Police brutality; Accountability; Prosecute Officer Raja; Racial justice; Charge Officer Nouman Raja,,6
2016-05-20,Wilmington,DE,demonstration,Police brutality; Charge Officer Joseph Dellose; Racial discrimination; Federal investigation into police actions,,0
2016-05-21,Detroit,MI,demonstration,Police brutality; Justice for children killed by police; Racial justice,,0
2016-05-21,Olympia,WA,demonstration,Police brutality; NOT PROVIDED; Officer-involved shooting,,0
2016-05-25,Los Angeles,CA,demonstration,Police brutality; Police accountability; Civil rights,,5
2016-05-27,Waco,TX,demonstration,Investigate racial incident; File criminal charges; Racial discrimination; School safety; Immediate notification of parents,,0
2016-05-28,Lyndhurst,NJ,demonstration,Police brutality; Police accountability; Justice for Kevin Allen; Police transparency,,0
2016-05-30,Tacoma,WA,demonstration,Fire Officer Jared Williams; Racial justice; Police misconduct; Racial discrimination,100.0,0
2016-05-31,St. Paul,MN,demonstration,school safety; Student review board for officer hiring; Racial sensitivity training for police; Improved complaint procedures; racial discrimination; student rights; Racial discrimination; Fire Officer Bill Kraus; Police brutality; More careful officer assignment to schools; School safety; Screening for de-escalation training; De-escalation training; police brutality; Remove school resource officer; Racial bias training,,0
2016-06-02,New York,NY,demonstration,Fire Involved Officers; Hold Officer Accountable; Police brutality; Hold officers accountable for Ramarley Graham's death; Racial Justice; Racial justice; Police Brutality,,0
2016-06-04,Staten Island,NY,demonstration,racial tensions; Racial discrimination; Police brutality; Federal investigation into Dayshen McKenzie's death; police brutality; investigation into Dayshen McKenzie's death,,0
2016-06-06,Baltimore,MD,demonstration,Justice for Freddie Gray; Police misconduct; Racial discrimination,,0
2016-06-07,Pasadena,CA,demonstration,End of unjust sentencing; Free Jasmine Richards; Stop prosecuting activists; Police brutality; End police oppression; Black Lives Matter; Racial justice; End police brutality,,0
2016-06-10,Arlington,TX,demonstration,Hold police officer accountable for shooting; Prosecute Officer Brad Miller; Police brutality; Refile charges against officer; Racial injustice; Racial justice; Police violence,,1
2016-06-15,Columbus,OH,demonstration,Implement independent prosecutor policy; Charge officers with reckless homicide; Police brutality; Appoint special prosecutor; Police accountability; Racial justice,,0
2016-06-16,Mobile,AL,demonstration,Police brutality; Justice for Michael Moore; Racial justice,,0
2016-06-17,Brunswick,GA,demonstration,Police brutality; Racial justice; New investigation into Caroline Small shooting; Investigate potential evidence withholding,,0
2016-06-17,Burlington,IA,demonstration,Resignation of Officer Jesse Hill; Police brutality; Transparency in police shooting investigation; Police accountability; Justice for Autumn Steele's family,,0
2016-06-17,Oakland,CA,demonstration,Expose sexual abuse by law enforcement; Sexual abuse; Transparency about officer identities involved in scandal; Police misconduct; Police brutality; Prosecute officers for sexual misconduct; Request new police leadership; Police accountability; Hold police officers accountable; Sexual misconduct; Accountability for police sexual misconduct,,0
2016-06-20,Salt Lake City,UT,demonstration,District Attorney Sim Gill's resignation; Police accountability; Police brutality,,0
2016-06-20,Syracuse,NY,demonstration,community safety; End to violence; Independent investigation; Police misconduct; Police brutality; Answers about shooting; Community-police relations; Answers about officer-involved shooting; police brutality; Justice for shooting victims; Community safety; Racial justice,50.0,0
2016-06-22,Chicago,IL,demonstration,Defund Police; Civil Rights; Police Brutality; Police Department Reform,,0
2016-06-23,Baltimore,MD,demonstration,Police Violence; racial justice; Stop racism; Racial justice; police violence; Racial discrimination; Racial injustice; Police violence; Criminal justice reform; Hold police accountable; Police reform; Accountability for police violence; Convict officers involved in Freddie Gray's death; racial injustice; Racial Justice; police brutality; Justice for Freddie Gray; Police Accountability; Accountability for police; Police accountability,,0
2016-06-25,Oakland,CA,demonstration,Police department reforms; Police misconduct,,0
2016-06-26,Fresno,CA,demonstration,Release body camera footage; Police brutality; Justice for Dylan Noble; Racial justice; Police violence,,0
2016-06-26,Syracuse,NY,demonstration,Police reforms; Gun violence; Independent investigation of police shooting; Police brutality; Reduction in police militarization; Community safety; Police accountability; Police violence; Reduction in gun violence,,0
2016-06-27,Fresno,CA,demonstration,Police brutality; Racial tensions,,0
2016-06-29,Antioch,CA,demonstration,Law enforcement transparency; Police accountability; Implement police body cameras,,0
2016-07-01,Tupelo,MS,demonstration,Racial justice; More transparency about Antwun Shumpert's death; Police Chief Bart Aguirre to step down; Police misconduct,100.0,0
2016-07-02,Asheville,NC,demonstration,Justice for Jai Williams; Racial justice; Racial discrimination; Police brutality; Accountability for police violence; Racial injustice; Investigation into shooting; Release of police records; Police accountability; Police violence,,0
2016-07-03,Antioch,CA,demonstration,Body camera adoption; Police technology; Police accountability,,0
2016-07-03,Columbia,SC,demonstration,Stop police violence; Racial justice; Police violence,,0
2016-07-05,Baton Rouge,LA,demonstration,Police Violence; Fire Police Chief; Racial Discrimination; Stop police brutality; Outside investigation of Alton Sterling shooting; Racial justice; Police Reform; Body cameras for police; Police Chief Resignation; Racial discrimination; Racial injustice; Punishment for officers involved; End Police Brutality; Police violence; Racial Injustice; Police reform; Racial Justice; Police Brutality; Justice for Alton Sterling; Police brutality; Police Accountability; Officer Accountability; Police accountability,200.0,200
2016-07-06,Baton Rouge,LA,demonstration,Police Violence; Officer Arrest; Federal Investigation; Respect; Fire Police Chief; Justice for Alton Sterling; Outside investigation of shooting; Police Chief Resignation; Racial discrimination; Racial injustice; Police brutality; Police Accountability; Racial Justice; Civil rights investigation; Police accountability; Police Brutality; Police violence,200.0,0
2016-07-06,Brooklyn,NY,demonstration,Answers from police; Use of force; Racial injustice; Police brutality; Answers from police about shooting; Racial justice; Police violence,,0
2016-07-06,Dallas,TX,demonstration,Police violence; Police accountability; Racial tensions,,0
2016-07-06,Falcon Heights,MN,demonstration,Police brutality; Racial justice; End racially biased policing; Cut ties with St. Anthony Police Department,,0
2016-07-06,Minnesota,MN,demonstration,Police brutality; Racial justice; Police accountability; Justice for Philando Castile,,0
2016-07-06,New Orleans,LA,demonstration,Justice for Alton Sterling; Racial justice; Police violence,,0
2016-07-06,Philadelphia,PA,demonstration,Justice for Alton Sterling; Racial discrimination; Racial injustice; Stop police violence against Black men; Police brutality; racial justice; Stop police killings of black men; police brutality; Stop police violence; Racial justice; Police violence,,10
2016-07-06,Pittsburgh,PA,demonstration,Police brutality; Racial justice,,0
2016-07-06,St. Paul,MN,demonstration,Police Violence; Justice; Investigation; Racial discrimination; Justice for Philando Castile; Police brutality; Racial injustice; Police Accountability; Racial Justice; Police accountability; Police violence,,12
2016-07-07,Albany,GA,demonstration,Demand accountability for police shootings; Racial discrimination; Police brutality; Stop police brutality against people of color; Recognize equal rights and protection,,0
2016-07-07,Ann Arbor,MI,demonstration,Justice for Alton Sterling and Philando Castile; Racial justice; Police violence,,0
2016-07-07,Atlanta,GA,demonstration,Stop police violence; Police Brutality; Racial Justice,,0
2016-07-07,Baton Rouge,LA,demonstration,Police Violence; Justice; Racial justice; Justice for Alton Sterling; Racial discrimination; Prosecution; Racial injustice; Police brutality; Racial Justice; Law enforcement training reform; Stop police violence; Police accountability; Police violence; Community policing reform,,200
2016-07-07,Charlotte,NC,demonstration,Address racial injustice; Accountability for police shootings; Stop police shootings; Police brutality; racial justice; police brutality; Stop police violence; Racial justice,,0
2016-07-07,Chicago,IL,demonstration,Address gun violence; Address systemic racism; Stop police brutality; Address police brutality; Justice for Alton and Philando; Police brutality; Stop police violence; Racial justice; Police violence,,0
2016-07-07,Columbia,MO,demonstration,Stop police violence against black people; police brutality; racial injustice; Community-oriented policing,,0
2016-07-07,Columbus,IN,demonstration,Police brutality; Racial injustice; Justice for black victims; Racial equality,,0
2016-07-07,Corpus Christi,TX,demonstration,Police brutality; Stop police violence; Racial justice,20.0,0
2016-07-07,Dallas,TX,demonstration,Police Violence; Justice for victims; Stop police brutality; racial justice; Justice for victims of police shootings; Racial justice; Justice for Alton Sterling and Philando Castile; NOT PROVIDED; Racial discrimination; Justice for Philando Castile; Racial injustice; Racial tensions; Gun rights; End to systemic racism; End police brutality; Justice for police shooting victims; Police violence; Protest against police-involved shootings; Addressing police brutality; Racial inequality; Police reform; Stop police violence against Black men; Racial Justice; police brutality; Recognition of racial injustice; justice for police shooting victims; Police Brutality; Stop police-involved shootings; End to police violence against Black people; Gun violence; Justice for Alton Sterling; Systemic racism; Police brutality; Changes in police treatment; Justice for shooting victims; Police accountability,20.0,0
2016-07-07,Denver,CO,demonstration,Criminal justice reforms; Police brutality; Police accountability; Call attention to police shootings; Racial justice,50.0,0
2016-07-07,Greensboro,NC,demonstration,Police brutality; Racial justice,,0
2016-07-07,Greenville,SC,demonstration,Police brutality; Create citizen review board; Improve police complaint process; Racial injustice,,1
2016-07-07,Jersey City,NJ,demonstration,Stop police violence against Black men; police brutality; racial justice,,0
2016-07-07,New York,NY,demonstration,Police Violence; Justice; police violence; Racial justice; Justice for Alton Sterling; Racial Discrimination; Racial discrimination; racial injustice; Police brutality; racial justice; police brutality; Stop police violence; Police accountability; Justice for police shooting victims; Police violence,,0
2016-07-07,Newark,NJ,demonstration,Police brutality; Racial justice,,0
2016-07-07,Oakland,CA,demonstration,End Police Brutality; Accountability for police killings; Police violence; Racial justice; Black liberation; Police brutality; Police Brutality; Black Liberation; Racial Justice; Police accountability; End police brutality; End police violence,2.0,7
2016-07-07,Olympia,WA,demonstration,End racist policing; Racial justice; Stop police brutality; Police brutality; racial injustice; Police Brutality; End racial injustice; Racial Justice; Police accountability; police brutality; Stop police violence; Improve police-minority relations; End police brutality; End police violence,,2
2016-07-07,Philadelphia,PA,demonstration,Police Violence; No racist police; Justice for Alton Sterling; Racial Justice; Police violence,75.0,12
2016-07-07,Portsmouth,VA,demonstration,Police brutality; Racial justice; Police accountability; Racial equality,,0
2016-07-07,Raleigh,NC,demonstration,Stop police violence against black men; Police brutality; Racial injustice; End racial profiling; Stop police violence; Racial justice; Police violence,,0
2016-07-07,Seattle,WA,demonstration,racial injustice; police brutality; Stop police brutality,,0
2016-07-07,St. Augustine,FL,demonstration,Police brutality; Racial justice,,0
2016-07-07,St. Paul,MN,demonstration,Stop police killings; Police reforms; Federal investigation of shooting; Police Violence; Racial justice; Accountability for police actions; Racial Discrimination; Stop police brutality; Justice for Philando Castile; Investigate police shooting; Racial discrimination; Hold Governor accountable; Racial Injustice; Police brutality; Racial injustice; Police accountability; Police Brutality; Police violence,1.0,0
2016-07-07,Washington,DC,demonstration,Civil liberties for African Americans; Justice for Alton Sterling and Philando Castile; Stop extrajudicial killings; Racial justice; Justice for Alton Sterling; Equal rights; Justice for Philando Castile; Police brutality; Racial injustice; Police accountability; Police violence,,0
2016-07-07,Wichita,KS,demonstration,Police brutality; Address racial disparities in policing; Criminal justice system reform; Racial justice,,0
2016-07-08,Albany,NY,demonstration,Police brutality; Stop police violence; Racial justice; End systemic racism,,0
2016-07-08,Alvarado,TX,demonstration,Police brutality; Peaceful resolution; Racial conflict; Community unity,,0
2016-07-08,Amherst,MA,demonstration,Community dialogue; Police reform; Police brutality; Racial injustice; Racial justice; End police violence,,0
2016-07-08,Atlanta,GA,demonstration,Police Violence; Justice for victims of police brutality; Racial justice; Improved police-community relations; Stop police brutality; Racial Injustice; Police reform; Police brutality; Racial injustice; racial justice; Police Accountability; police brutality; Police accountability,100.0,1
2016-07-08,Baltimore,MD,demonstration,Police Violence; NOT PROVIDED; Racial Injustice; Police brutality; Police Accountability,,4
2016-07-08,Baton Rouge,LA,demonstration,Fair treatment by police; Police Violence; No violent police; Racial justice; Police Reform; Racial discrimination; Racial injustice; End racial profiling; End police brutality; Police violence; Racial inequality; Racial Injustice; Police reform; Racial Justice; Police Brutality; Racial equality; Justice for Alton Sterling; Police brutality; Police accountability,100.0,185
2016-07-08,Birmingham,AL,demonstration,police brutality; Justice for Alton Sterling and Philando Castile; racial justice; End police violence,,0
2016-07-08,Boston,MA,demonstration,racial justice; Mourn black lives lost to police violence; police brutality; Racial justice; Police violence,100.0,0
2016-07-08,Brockton,MA,demonstration,Justice for victims of police brutality; End police misconduct; Improve police-community relations; racial justice; police brutality,,0
2016-07-08,Buffalo,NY,demonstration,Electoral participation; Police brutality; Stop police violence; Racial justice; Increase political engagement,,0
2016-07-08,Camden,NJ,demonstration,Stop violence; Peaceful change; Community solidarity; Unity; Create unity; Police brutality; Promote peace; Black Lives Matter; Police violence,50.0,0
2016-07-08,Carbondale,IL,demonstration,Police brutality; Stop police violence; Racial justice,,0
2016-07-08,Champaign,IL,demonstration,Police brutality; Racial justice,,0
2016-07-08,Cleburne,TX,demonstration,Unity; Support for law enforcement; Police brutality; Racial conflict; Healing,100.0,0
2016-07-08,Dallas,TX,demonstration,Stop police violence against blacks; Racial discrimination; Police brutality; Police accountability; Racial justice,,0
2016-07-08,Detroit,MI,demonstration,Address systematic racism; End systematic racism; Stop police brutality; Racial discrimination; Police brutality; Stop police violence; Racial justice,,0
2016-07-08,Greenville,SC,demonstration,police brutality; racial justice,,0
2016-07-08,Houston,TX,demonstration,Police brutality; Stop police violence; Racial justice; Racial equality,100.0,0
2016-07-08,Huntington Beach,CA,demonstration,Equal policy application; Police brutality; Police accountability; Stop police violence; Racial justice,,0
2016-07-08,Huntsville,AL,demonstration,Promote racial understanding; Police violence; Recognize lives of black men killed by police; Honor fallen police officers; Police brutality; Build community trust; Racial justice; Address police violence,250.0,0
2016-07-08,Jacksonville,FL,demonstration,Police brutality; Racial justice; Criminal charges against officers; Justice Department intervention,,0
2016-07-08,Keene,TX,demonstration,Community solidarity; Racial conflict; Police brutality,,0
2016-07-08,Knoxville,TN,demonstration,Police brutality; Racial justice; Police accountability; Stop police brutality,100.0,0
2016-07-08,Lancaster,PA,demonstration,Police brutality; Justice for Alton Sterling; Racial justice; Hold police accountable,,0
2016-07-08,Lansing,MI,demonstration,More minority police officers; Racial justice; Police officers living in served communities; Police brutality; Transparency in police investigations; Police accountability,,0
2016-07-08,Las Vegas,NV,demonstration,police brutality; Stop police violence; Recognize Black lives; racial justice,,0
2016-07-08,Little Rock,AR,demonstration,End Racism; Promote community unity; Racial justice; Racial Discrimination; Support Good Policing; Police brutality; racial justice; Address racism; End police violence; Stop police violence; police brutality; Police Brutality; Address racial tensions,200.0,0
2016-07-08,Manhattan,NY,demonstration,Police brutality; Stop police violence; Justice; Racial inequality,,0
2016-07-08,Maricopa,AZ,demonstration,Understanding; Racial tensions; Dialogue; Peace; Racial justice; Police violence,,0
2016-07-08,Memphis,TN,demonstration,Stop violence; Racial understanding; Racial injustice; Justice for police violence victims; Racial reconciliation; Police violence,,0
2016-07-08,Mobile,AL,demonstration,Police brutality; Racial justice; Police accountability; End police violence against Black people,,0
2016-07-08,Multiple Cities,USA,demonstration,Hold Police Accountable; Stop Police Brutality; Police Brutality; Racial Inequality,,0
2016-07-08,Nationwide,US,demonstration,Justice for Black Men Killed by Police; Racial Justice; Improved Police-Community Relations; Police Brutality; End Police Brutality,,78
2016-07-08,New Brunswick,NJ,demonstration,police brutality; racial justice; Stop police brutality; Hold law enforcement accountable,,0
2016-07-08,New Haven,CT,demonstration,Police brutality; Police accountability; Racial injustice,,0
2016-07-08,New Orleans,LA,demonstration,Racial justice; Address racial injustice; Justice for Philando Castile; Racial injustice; Remove Confederate monuments; End racial profiling; Recognize black lives; End police brutality; Racial violence; Police reform; Recognize victims of police violence; Racial Justice; Stop police violence; Police Brutality; End police violence; Justice for Alton Sterling; Police brutality; Recognize black lives matter; Recognize value of human life,150.0,0
2016-07-08,New York City,NY,demonstration,Racial inequality; Racial justice; Racial Justice; Police Accountability,,0
2016-07-08,New York,NY,demonstration,Police brutality; Stop police violence; Racial justice,,0
2016-07-08,Newark,NJ,demonstration,Racial justice; Police accountability; Police violence,,0
2016-07-08,Oakland,CA,demonstration,Racial Justice; Police Brutality; Stop police shootings of black men,2.0,1
2016-07-08,Ojai,CA,demonstration,Police brutality; Racial justice,50.0,0
2016-07-08,Omaha,NE,demonstration,Police reforms; Seek respect and fair treatment; Police accountability; Stop police brutality; Stop police shootings; Police brutality; Racial injustice; racial justice; police brutality; End racial profiling; Voter engagement; Call for police accountability; Respect and fair treatment by police; Address police violence against Black people; Racial justice; End police brutality,500.0,1
2016-07-08,Oxnard,CA,demonstration,Support for law enforcement; Community solidarity; Police support,85.0,0
2016-07-08,Philadelphia,PA,demonstration,Police Violence; Justice for victims; Protest police killings; racial discrimination; Racial justice; Justice for Alton Sterling; Racial inequality; Justice for Philando Castile; Racial Injustice; Police brutality; Police Accountability; Racial Justice; police brutality; Police accountability,300.0,0
2016-07-08,Phoenix,AZ,demonstration,Racial inequality; Police brutality; Police Accountability; Racial Justice; Police accountability; Racial justice,,3
2016-07-08,Pine Bluff,AR,demonstration,racial reconciliation; Honor all lives; community healing,,0
2016-07-08,Pittsburgh,PA,demonstration,Police brutality; Racial inequality; Reduce hate; End inequality,,0
2016-07-08,Portland,ME,demonstration,racial discrimination; Police violence; Police brutality; police brutality; Stop police violence; Racial justice; End police brutality; End police violence,500.0,0
2016-07-08,Providence,RI,demonstration,Police brutality; racial justice; Black Lives Matter; police brutality; Stop police violence; Racial justice; Police violence,6.0,0
2016-07-08,Raleigh,NC,demonstration,Stop police violence against black people; Address school-to-prison pipeline; Police brutality; Address racial profiling; Address economic injustice; Stop killing of black and brown people; Racial justice,,0
2016-07-08,Rancho Cucamonga,CA,demonstration,Stop violence; Race relations; Stop racial violence; Unity across racial lines; police relations; Promote understanding; Police relations; Unity across racial and class lines; Stop violence against people of color and police officers; racial violence; Peaceful dialogue; Racial justice; Police violence; Promote racial unity,,0
2016-07-08,Rochester,NY,demonstration,Racial justice; NOT PROVIDED; Racial discrimination; Police brutality; Racial injustice; Racial Justice; Stop police violence; Police accountability; Police Brutality; Police violence,,74
2016-07-08,San Francisco,CA,demonstration,Justice for victims; Racial justice; Stop racist police terror; Racial inequality; Police brutality; racial injustice; Racial Justice; End police violence; Stop police violence; police brutality; Non-Violent Resistance; Peaceful protest,1.0,0
2016-07-08,San Luis Obispo,CA,demonstration,Police brutality; Stop police violence; Recognize value of Black lives; Racial justice,,0
2016-07-08,Seattle,WA,demonstration,Easier prosecution of police officers; Police reform; Removal of 'state of mind' legal protection; Racial justice; Police violence,1.0,0
2016-07-08,St. Augustine,FL,demonstration,Police brutality; Racial justice,,0
2016-07-08,St. Louis,MO,demonstration,Repeal 'Blue Lives Matter' laws; Racial justice; Police violence,,0
2016-07-08,Toledo,OH,demonstration,End systematic racism; Police reform; Racial injustice; Racial Justice; Police violence,75.0,0
2016-07-08,Tulsa,OK,demonstration,Community dialogue; Racial understanding; Community unity; Police accountability; Racial justice; Police violence,,0
2016-07-08,Waco,TX,demonstration,Racial equality; Stop police brutality; Police brutality; Recognize all lives matter; Stop police violence; Racial justice; Recognize Black lives; Police violence,100.0,0
2016-07-08,Washington,D.C.,demonstration,Racial inequality; Recognition of Black Lives; Black Lives Matter; Racial Justice,,0
2016-07-08,Washington,DC,demonstration,Civil liberties for African Americans; Stop extrajudicial killings; Stop police brutality; Equal rights under the law; Police brutality; Racial injustice; Racial Justice; Protect civil liberties; Police Brutality,,0
2016-07-08,Wauwatosa,WI,demonstration,Seek justice for Jay Anderson; Identify the officer; Release dashboard video; Police brutality; Racial justice; Identify shooting officer,100.0,0
2016-07-08,Worcester,MA,demonstration,Stop killing; Police brutality; End racial antagonism; Stop police violence; Racial justice,,0
2016-07-08,York,PA,demonstration,Racial justice; Police department transparency; Diverse police force; Police brutality; Stop police killings of minorities; Respect from officers; Police accountability,100.0,0
2016-07-09,Ann Arbor,MI,demonstration,Establish civilian police review board; Stop police brutality; racial justice; police brutality; Racial justice; End police brutality; Police violence,200.0,0
2016-07-09,Atlanta,GA,demonstration,End police shootings; Police Violence; Address systemic racism; Racial justice; Police violence; Stop police brutality; Racial discrimination; Police brutality; Racial injustice; Stop Police Shootings; Racial Justice; Police accountability; End police violence against African-Americans,100.0,1
2016-07-09,Bakersfield,CA,demonstration,Creating dialogue about racial tensions; Accountability for police actions; Improve law enforcement community relations; Racial discrimination; Police brutality; Community-police relations; Racial Justice; Create dialogue about racial tensions; Stop police violence; Police Brutality; Change in law enforcement community relations,100.0,0
2016-07-09,Baton Rouge,LA,demonstration,Arrest and indictment of officers involved in Alton Sterling shooting; Police Violence; Police misconduct; Stop police brutality; Indictment of police officers; racial justice; Prosecute officers involved in Alton Sterling shooting; Racial justice; police violence; Arrest and indictment of officers involved in shooting; Racial discrimination; Racial injustice; Stop Police Brutality; Arrest police officers involved in Alton Sterling killing; Put officers on trial; End police brutality; Arrest and indict officers involved in Alton Sterling shooting; Police violence; Prosecute Officers Involved in Shooting; Arrest officers who shot Alton Sterling; Racial violence; Mayor resignation; Accountability for Police Brutality; Racial Justice; Arrest officers involved in Alton Sterling shooting; Stop police violence; Arrest and Indictment of Officers Involved in Alton Sterling Shooting; Police Brutality; Justice for Alton Sterling; Police brutality; Arrest of officers involved in Alton Sterling shooting; Police Accountability; Arrest and indictment of officers who shot Alton Sterling; Officers firing; Police accountability,200.0,100
2016-07-09,Boise,ID,demonstration,Police brutality; Racial justice; Stop police violence; Create community safety,,0
2016-07-09,Boston,MA,demonstration,Hold police accountable; Achieve racial equality; Prosecute killer cops; Stop police brutality; Police brutality; Racial justice,,0
2016-07-09,Burlington,VT,demonstration,Police brutality; Racial justice; Police accountability,100.0,0
2016-07-09,Charlotte,NC,demonstration,police brutality; Community dialogue; racial justice,100.0,0
